ant,bee,beetl,butterfli,cockroach,cricket,dragonfli,earwig,flea,fli,gnat,grasshopp,ladybird,lous,mosquito,moth,spider,termit,wasp,year
0.0,0.0019305019305019305,0.0019305019305019305,0.005791505791505791,0.0,0.0,0.0009652509652509653,0.0,0.0,0.0009652509652509653,0.0019305019305019305,0.004826254826254826,0.0,0.0,0.0,0.0019305019305019305,0.0019305019305019305,0.0,0.0009652509652509653,1800
0.0002257336343115124,0.006997742663656885,9.029345372460496e-05,0.009119638826185102,0.0,0.0002257336343115124,0.0,0.0,0.00013544018058690745,0.0027539503386004513,4.514672686230248e-05,4.514672686230248e-05,0.0,0.00013544018058690745,0.0,0.0002708803611738149,9.029345372460496e-05,0.0,0.0002257336343115124,1810
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820
0.002340933211895855,0.003771085334919046,0.000827982808066058,0.0013097182600317644,7.5271164369641634e-06,8.27982808066058e-05,0.00012043386299142661,8.27982808066058e-05,0.0001655965616132116,0.003771085334919046,0.0005570066163353481,9.032539724356996e-05,0.00010537963011749828,8.27982808066058e-05,7.5271164369641634e-06,0.0025065297735090662,0.002258134931089249,0.00012043386299142661,0.0013774623079644418,1830
0.0015225942105167758,0.002746107415396328,0.0009244321992423281,0.001767296851492686,3.625224310754228e-05,0.0008156754699197013,0.0001812612155377114,0.00014500897243016912,0.00014500897243016912,0.00231108049810582,0.0005890989504975621,0.00019032427631459698,9.969366854574126e-05,3.625224310754228e-05,9.06306077688557e-05,0.0011691348402182386,0.0015044680889630046,0.00012688285087639797,0.0008247385306965868,1840
0.0015543438507829904,0.0027512717358779133,0.00047378395451674036,0.0008561359178109519,3.3247996808192306e-05,0.00013299198723276922,0.00020779998005120192,5.8183994414336535e-05,0.000108055989626625,0.0025517837550287593,0.00019948798084915383,0.00012467998803072114,5.8183994414336535e-05,0.0,1.6623998404096153e-05,0.000764703926588423,0.000980815905841673,1.6623998404096153e-05,0.0004987199521228846,1850
0.0006948748286288429,0.00020658440851127762,0.0,0.0007887768324976055,0.0,1.8780400773752512e-05,0.0,0.0,0.0,0.0005821924239863279,0.0,1.8780400773752512e-05,0.0,0.0,0.0,0.0,0.000732435630176348,3.7560801547505025e-05,7.512160309501005e-05,1860
0.003960893153512503,0.002831201796348726,0.0006833935370496925,0.002133861452420468,2.7893613757130306e-05,4.184042063569546e-05,6.973403439282577e-05,0.00022314891005704245,9.762764814995606e-05,0.0025243720450202926,9.762764814995606e-05,0.00015341487566421667,0.00015341487566421667,1.3946806878565153e-05,0.0,0.0011157445502852123,0.0013109998465851242,0.00022314891005704245,0.00047419143387121516,1870
0.0013352259631509425,0.0009410163930778071,0.0010618225516486066,0.00047050819653890355,6.99404075936208e-05,7.311951702969448e-05,5.086575097717876e-05,1.271643774429469e-05,4.1328422668957744e-05,0.0013701961669477529,8.901506421006283e-05,0.00018438834729227302,2.2253766052515708e-05,7.629862646576814e-05,0.00013670170575116793,0.0007852400307101972,0.00041646333612565113,8.901506421006283e-05,0.00037513491345669337,1880
0.00046690740240992756,0.004735469113432798,0.000269863911484637,0.00024202080950606338,2.1417770752748973e-06,0.00012208129329066913,2.998487905384856e-05,0.0,1.0708885376374485e-05,0.001105156970841847,1.499243952692428e-05,0.0002720056885599119,1.7134216602199178e-05,4.2835541505497945e-06,9.209641423682058e-05,0.0001392155098928683,0.0003790945423236568,1.7134216602199178e-05,0.00023345370120496378,1890
0.0016554024619444133,0.0035223977197764585,0.00179853876504487,0.0012508868227474703,0.0002987192412531272,0.00046052549693190447,0.00030494255877923403,3.111658763053409e-05,7.46798103132818e-05,0.004704828049736754,0.0002115927958876318,0.0010828572495425863,0.00012446635052213635,4.978654020885454e-05,0.00037339905156640903,0.0015060428413178498,0.0008090312783938862,1.2446635052213634e-05,0.0013877998083218202,1900
0.0003367309306067036,0.005115103183978021,0.000689496667432774,0.0015339964616527609,3.206961243873368e-05,0.0006039777009294843,0.00022448728707113574,1.0689870812911227e-05,0.00012827844975493472,0.0012453699497041578,5.879428947101174e-05,0.000967433308568466,2.6724677032278066e-05,1.603480621936684e-05,0.0001229335143484791,0.0005344935406455613,0.002736606928105274,0.0,0.00023517715788404697,1910
