ant,bee,beetl,butterfli,cockroach,cricket,dragonfli,earwig,flea,fli,gnat,grasshopp,ladybird,lous,mosquito,moth,spider,termit,wasp,year
0.0,0.0019305019305019305,0.0019305019305019305,0.005791505791505791,0.0,0.0,0.0009652509652509653,0.0,0.0,0.0009652509652509653,0.0019305019305019305,0.004826254826254826,0.0,0.0,0.0,0.0019305019305019305,0.0019305019305019305,0.0,0.0009652509652509653,1800
0.00022559104854719364,0.0069933225049630034,9.023641941887746e-05,0.009113878361306624,0.0,0.00022559104854719364,0.0,0.0,0.0001353546291283162,0.0027522107922757625,4.511820970943873e-05,4.511820970943873e-05,0.0,0.0001353546291283162,0.0,0.0002707092582566324,9.023641941887746e-05,0.0,0.00022559104854719364,1810
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820
0.0023408098750564506,0.0037708866475989764,0.0008279391841035677,0.0013096492548547343,7.526719855486979e-06,8.279391841035676e-05,0.00012042751768779166,8.279391841035676e-05,0.00016558783682071353,0.0037708866475989764,0.0005569772693060364,9.032063826584374e-05,0.00010537407797681771,8.279391841035676e-05,7.526719855486979e-06,0.002506397711877164,0.0022580159566460934,0.00012042751768779166,0.001377389733554117,1830
0.0015223734527067437,0.00274570926291752,0.0009242981677148087,0.001767040614748899,3.624698696920818e-05,0.0008155572068071842,0.00018123493484604092,0.00014498794787683273,0.00014498794787683273,0.0023107454192870217,0.000589013538249633,0.00019029668158834296,9.967921416532251e-05,3.624698696920818e-05,9.061746742302046e-05,0.001168965329756964,0.0015042499592221397,0.00012686445439222865,0.0008246189535494862,1840
0.001554124246831498,0.0027508830251402453,0.00047371701641387906,0.0008560149594847289,3.32432993974652e-05,0.0001329731975898608,0.00020777062123415748,5.8175773945564095e-05,0.0001080407230417619,0.002551423228755454,0.00019945979638479118,0.0001246623727404945,5.8175773945564095e-05,0.0,1.66216496987326e-05,0.0007645958861416996,0.0009806773322252234,1.66216496987326e-05,0.000498649490961978,1850
0.0006945487310406969,0.00020648746057966663,0.0,0.000788406667667818,0.0,1.8771587325424237e-05,0.0,0.0,0.0,0.0005819192070881514,0.0,1.8771587325424237e-05,0.0,0.0,0.0,0.0,0.0007320919056915452,3.7543174650848474e-05,7.508634930169695e-05,1860
0.003956809474050854,0.0028282828282828283,0.0006826889585510275,0.0021316614420062697,2.7864855451062346e-05,4.179728317659352e-05,6.966213862765588e-05,0.00022291884360849877,9.752699407871821e-05,0.0025217694183211426,9.752699407871821e-05,0.0001532567049808429,0.0001532567049808429,1.3932427725531173e-05,0.0,0.001114594218042494,0.0013096482061999302,0.00022291884360849877,0.0004737025426680599,1870
0.0013347697998798706,0.0009406949065820041,0.0010614597932378019,0.00047034745329100204,6.991651332704085e-05,7.309453666008816e-05,5.084837332875698e-05,1.2712093332189245e-05,4.1314303329615045e-05,0.0013697280565433912,8.898465332532471e-05,0.00018432535331674405,2.2246163331331177e-05,7.627255999313547e-05,0.00013665500332103438,0.0007849717632626859,0.0004163210566291978,8.898465332532471e-05,0.0003750067532995827,1880
0.00046647879126357977,0.004731122052677866,0.0002696161821064727,0.00024179863950818585,2.13981096909899e-06,0.00012196922523864242,2.9957353567385857e-05,0.0,1.0699054845494949e-05,0.0011041424600550787,1.4978676783692928e-05,0.0002717559930755717,1.711848775279192e-05,4.27962193819798e-06,9.201187167125656e-05,0.00013908771299143434,0.00037874654153052117,1.711848775279192e-05,0.00023323939563178988,1890
0.0016509741368074132,0.0035129750429811874,0.0017937275396140693,0.001247540607136429,0.0002979201449878039,0.00045929355685619765,0.0003041268146750498,3.1033348436229575e-05,7.448003624695098e-05,0.004692242283557912,0.0002110267693663611,0.0010799605255807892,0.0001241333937449183,4.965335749796731e-05,0.00037240018123475485,0.0015020140643135112,0.0008068670593419689,1.2413339374491828e-05,0.001384087340255839,1900
0.0003365816130273112,0.005112834978843441,0.0006891909219130658,0.0015333162371244176,3.205539171688678e-05,0.000603709877334701,0.00022438774201820748,1.0685130572295594e-05,0.00012822156686754713,0.0012448177116724365,5.876821814762576e-05,0.0009670043167927513,2.6712826430738985e-05,1.602769585844339e-05,0.00012287900158139932,0.0005342565286147797,0.002735393426507672,0.0,0.00023507287259050304,1910
