ant,aphid,bee,beetle,bug,bumblebee,butterfly,dragonfly,fly,hoverfly,lacewing,ladybird,moth,wasp,woodlouse,year
2.4529438789527027e-05,0.0,2.7415255117706675e-05,3.1743979609976153e-06,2.88581632817965e-07,0.0,6.060214289177265e-06,0.0,0.00014977386743252383,0.0,0.0,0.0,3.1743979609976153e-06,4.905887757905406e-06,0.0,1800
3.420550928130998e-05,0.0,1.4521206770367445e-05,1.2907739351437728e-06,6.453869675718864e-07,0.0,2.2588543865016023e-06,0.0,0.00012714123261166162,0.0,0.0,0.0,9.680804513578297e-07,2.5815478702875456e-06,0.0,1804
4.298494712399031e-05,0.0,1.4026666956249468e-05,2.0361290742942775e-06,2.0361290742942775e-06,0.0,0.0,0.0,9.207828147086344e-05,0.0,0.0,0.0,8.14451629717711e-06,1.3574193828628518e-06,0.0,1808
